Academic Year,Roll Number,Official School Name,Address 1,Address 2,Address 3,Address 4,Eircode,School Latitude,School Longitude,School Planning area,County,Local Authority,Principal Name,Email,Phone,Ethos/Religion,Post Primary School Type,Irish Classification - Post Primary,School Gender - Post Primary,Pupil Attendance Type,Fee Paying School (Y/N),Island Location (Y/N),Gaeltacht Area Location (Y/N),DEIS (Y/N),FEMALE,MALE,Total 2024-2025
2024.0,64310B,Villiers Secondary School,North Circular Road,Limerick,,,V94F983,52.661748,-8.657542,Limerick City,Limerick,Limerick City Council,MS. JILL STOREY,secretary@villiers-school.com,061 451447,CHURCH OF IRELAND,Secondary,No subjects taught through Irish,Mixed,Mixed,Y,N,N,N,297.0,229.0,526
2024.0,64350N,St Patrick's Classical School,Moatlands,Navan,Co Meath,,C15CT95,53.65257,-6.697669,Navan,Meath,Meath County Council,MR. HENRY BARTHOLOMEW MCGARRY,office@stpatscs.com,0469023772,CATHOLIC,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,938.0,938
2024.0,64360Q,"St. Joseph's Secondary School, Navan,",Brew's Hill,Navan,Co Meath,,C15HW32,53.650164,-6.689016,Navan,Meath,Meath County Council,MR. DAVID MCCORMACK,info@mercynavan.ie,0469021830,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,712.0,,712
2024.0,64370T,Loreto Secondary School,St Michael's,Navan,Co Meath,,C15YF83,53.652813,-6.676581,Navan,Meath,Meath County Council,MR. JOHN KELLY,skelly@loretonavan.ie,0469023830,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,909.0,,909
2024.0,64410F,Eureka Secondary School,Cavan Rd,Kells,Co Meath,,A82R6C4,53.730276,-6.886085,Kells,Meath,Meath County Council,MS. MARIA KEENAN,office@eurekaschool.ie,0469240132,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,759.0,,759
2024.0,64420I,Franciscan College,Franciscan College,Gormanston,Co. Meath,,K32NH30,53.63443,-6.235851,Laytown,Meath,Meath County Council,MR. DERMOT LAVIN,adminsec@gormanstoncollege.ie,01 8412203,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,159.0,195.0,354
2024.0,64450R,Scoil Mhuire,Patrick Street,Trim,Co Meath,,C15FF67,53.552499,-6.789663,Trim,Meath,Meath County Council,MS. JACQUELINE MAHER,info@scoilmhuiretrim.ie,0469431439,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,820.0,,820
2024.0,64500G,Balla Secondary School,Balla,Castlebar,Co Mayo,,F23KT65,53.806858,-9.137724,Balla,Mayo,Mayo County Council,MS. TERESA WALSH,principal@ballasecschool.com,0949365082,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,227.0,248.0,475
2024.0,64510J,St Muredachs College,Sligo Road,Ballina,Co Mayo,,F26FF25,54.115511,-9.144243,Ballina,Mayo,Mayo County Council,MR. WAYNE WALSH,info@stmuredachscollege.ie,096 21298,CATHOLIC,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,401.0,401
2024.0,64520M,St. Mary's Secondary School,Slí Ectra,Ballina,Co Mayo,,F26YXC7,54.118816,-9.166398,Ballina,Mayo,Mayo County Council,MR. ROBERT O REILLY,office@stmarysballina.ie,09670333,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,539.0,,539
2024.0,64570E,Our Lady's Secondary School,Belmullet via Ballina,Co Mayo,,,F26RH50,54.213701,-9.983728,Belmullet,Mayo,Mayo County Council,MR. EDMUND HOLMES,info@ourladysbelmullet.ie,09781157,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,Y,Y,114.0,134.0,248
2024.0,64580H,St. Geralds College,Newport Road,Castlebar,Co. Mayo,,F23WV66,53.857365,-9.308135,Castlebar,Mayo,Mayo County Council,SHAUN BURKE,info@stgeraldscollege.com,0949021383,CATHOLIC,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,665.0,665
2024.0,64590K,St Joseph's Secondary School,Castlebar,Co Mayo,,,F23RK09,53.8558,-9.291388,Castlebar,Mayo,Mayo County Council,MR. PEADAR O TUATHAIL,info@stjosephscastlebar.com,0949021406,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,539.0,,539
2024.0,64610N,Coláiste Cholmáin,Claremorris,Co Mayo,,,F12HW25,53.735443,-8.980462,Claremorris,Mayo,Mayo County Council,MR. ROYSTON PATRICK HESSION,Office@stcolmans.ie,0949371442,CATHOLIC,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,378.0,378
2024.0,64620Q,Mount St Michael,Claremorris,Co. Mayo,,,F12TY09,53.732269,-9.001322,Claremorris,Mayo,Mayo County Council,MR. CIARAN RYAN,admin@mtstmichael.ie,0949371474,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,404.0,,404
2024.0,64630T,Jesus & Mary Secondary School,Gortnor Abbey,Crossmolina,,,F26W566,54.097478,-9.298888,Crossmolina,Mayo,Mayo County Council,MR. JOHN J MANGAN,office@gortnorabbey.ie,09631194,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,307.0,297.0,604
2024.0,64640W,St Joseph's Secondary School,Foxford,Co Mayo,,,F26W866,53.981885,-9.11139,Foxford,Mayo,Mayo County Council,MR. DAIRE MCMANAMON,principal@stjosephsfoxford.ie,0949256145,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,220.0,244.0,464
2024.0,64660F,Sancta Maria College,Louisburgh,Co Mayo,,,F28NY64,53.764704,-9.805376,Louisburgh,Mayo,Mayo County Council,MS. AINE MORAN,info@sanctamaria.ie,09866342,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,278.0,294.0,572
2024.0,64690O,Scoil Muire Agus Padraig,Swinford,Co Mayo,,,F12XV59,53.9421,-8.952788,Swinford,Mayo,Mayo County Council,MR. PATRICK ANTHONY DUNNE,principal@scmap.ie,0949251481,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,200.0,210.0,410
2024.0,64691Q,Coláiste Mhuire,Coláiste Muire,Tuar Mhic Éadaigh,Clar Cloinne Mhuiris,Co. Mhaigh Eo,F12H766,53.665567,-9.35027,Tourmakeady,Mayo,Mayo County Council,MS. GRAINNE FLANNERY,eolas@colaistemuire.eu,0949544107,CATHOLIC,Secondary,All pupils taught all subjects through Irish,Mixed,Day,N,N,Y,N,53.0,45.0,98
2024.0,64700O,Rice College,Westport,Co Mayo,,,F28TK64,53.801138,-9.512795,Westport,Mayo,Mayo County Council,MR. MICHAEL JOHN RABBETTE,martina@ricecollegewestport.ie,09825698,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,,557.0,557
2024.0,64710R,Sacred Heart School,Westport,Co Mayo,,,F28Y368,53.801283,-9.516962,Westport,Mayo,Mayo County Council,MS. SARAH MC GREAL,info@shswestport.ie,09826268,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,605.0,,605
2024.0,64750G,Patrician High School,Carrickmacross,Co. Monaghan,,,A81X256,53.982734,-6.715766,Carrickmacross,Monaghan,Monaghan County Council,MR. SEAN RAFFERTY,admin@patricianhighschool.ie,0429661525,CATHOLIC,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,413.0,413
2024.0,64760J,St Louis Secondary School,Carrickmacross,Co. Monaghan,,,A81HF78,53.973821,-6.718125,Carrickmacross,Monaghan,Monaghan County Council,MS. KAREN PATTON,office@stlouiscmx.com,0429661587,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,409.0,,409
2024.0,64770M,Our Lady's Secondary School,Castleblayney,Co. Monaghan,,,A75NA43,54.11833,-6.742784,Castleblaney,Monaghan,Monaghan County Council,MR. EDDIE KELLY,office@olss.ie,0429740351,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,445.0,420.0,865
2024.0,64810V,St. Macartan's College,Monaghan,Co. Monaghan,,,H18X704,54.263956,-6.955457,Monaghan,Monaghan,Monaghan County Council,MR. DAVID MCCAGUE,admin@stmacartanscollege.ie,04781642,CATHOLIC,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,619.0,619
2024.0,64820B,St. Louis Secondary School,Monaghan,Co. Monaghan,,,H18A079,54.245105,-6.973647,Monaghan,Monaghan,Monaghan County Council,MS. MARGARET CONLON,admin@stlouismonaghan.com,04781422,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,521.0,,521
2024.0,64830E,Monaghan Collegiate School,Corlatt,Monaghan,Co Monaghan,,H18X027,54.241394,-6.939419,Monaghan,Monaghan,Monaghan County Council,MS. TARA COWAN,admin@monaghancollegiateschool.ie,04782060,INTER DENOMINATIONAL,Secondary,No subjects taught through Irish,Mixed,Day,Y,N,N,N,136.0,113.0,249
2024.0,64880T,Scoil na mBraithre,Mitchell Street,Dungarvan,Co Waterford,,X35VW31,52.087151,-7.622851,Dungarvan,Waterford,Waterford County Council,MISS AGNES GUERIN,admin@dungarvancbs.com,05841185,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,,342.0,342
2024.0,64890W,St Augustines College,Abbeyside,Dungarvan,Co Waterford,,X35AH76,52.100464,-7.592662,Dungarvan,Waterford,Waterford County Council,MR. MICHAEL MARTIN O'SULLIVAN,principal@staugustines.ie,05841140,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,552.0,513.0,1065
2024.0,64900W,Ardscoil na nDéise,Convent Row,Dungarvan,Co. Waterford,,X35RR90,52.087464,-7.619181,Dungarvan,Waterford,Waterford County Council,JENNY WILLIAMS,info@ardscoildungarvan.com,05841464,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,268.0,,268
2024.0,64930I,"C.B.S. Mount Sion, Waterford",Barrack Street,Waterford City,,,X91FK30,52.256072,-7.116872,Waterford,Waterford,Waterford City Council,MR. EDWARD KENNEDY,info@mountsioncbssecondary.ie,051377378,CATHOLIC,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,Y,,469.0,469
2024.0,64940L,Waterpark College,Park Road,Newtown Road,Waterford,,X91RX65,52.255916,-7.101635,Waterford,Waterford,Waterford City Council,MR. HUGH HAGAN,info@waterparkcollege.com,051874445,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,265.0,324.0,589
2024.0,64950O,De La Salle College,Newtown,Waterford,,,X91DT68,52.25379,-7.10259,Waterford,Waterford,Waterford City Council,MR. THOMAS BOURKE,tbourke@delasallewaterford.ie,051875294,CATHOLIC,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,1031.0,1031
2024.0,64970U,Presentation Secondary School,Cannon Street,Waterford,,,X91YW02,52.252467,-7.127179,Waterford,Waterford,Waterford City Council,MS. SALLY RONAYNE,principal@preswaterford.ie,051376584,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,Y,413.0,,413
2024.0,64971W,Our Lady of Mercy Secondary School,Ozanam St.,Waterford,,,X91DW20,52.260176,-7.125439,Waterford,Waterford,Waterford City Council,MS. MARY MEADE,office@mercywaterford.com,051373476,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,Y,498.0,,498
2024.0,64990D,St Angela's Secondary School,Ursuline Convent,Waterford,,,X91TK83,52.246137,-7.113695,Waterford,Waterford,Waterford City Council,MS. BERNADETTE MCGLYNN,office@ursw.ie,051876510,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,958.0,,958
2024.0,65010R,Newtown School,Newtown Road,Waterford City,Co.Waterford,,X91XR20,52.25152,-7.10081,Waterford,Waterford,Waterford City Council,MR. DAVID KEITH LEMON,info@newtownschool.ie,051860200,QUAKER,Secondary,No subjects taught through Irish,Mixed,Mixed,N,N,N,N,215.0,191.0,406
2024.0,65080P,C.B.S. Roscommon,Abbeytown,Galway Rd.,Roscommon Town,Co. Roscommon,F42V273,53.626365,-8.19569,Roscommon,Roscommon,Roscommon County Council,MR. KEVIN SCOLLAN,info@cbsroscommon.ie,0906626496,CATHOLIC,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,436.0,436
2024.0,65090S,Scoil Muire gan Smal,Convent of Mercy,Roscommon Town,Roscommon,Co.Roscommon,F42VK66,53.627366,-8.197553,Roscommon,Roscommon,Roscommon County Council,MS. MIRIAM HUNT,info@rosconvent.ie,0906626321,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,518.0,,518
2024.0,65100S,Scoil Mhuire,Strokestown,Co Roscommon,,,F42HW56,53.777698,-8.112443,Strokestown,Roscommon,Roscommon County Council,MR. EAMON CORRIGAN,info@smstrokestown.com,0719633223,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,326.0,331.0,657
2024.0,65130E,St Marys College,Ballysadare,Co Sligo,,,F91DX82,54.210747,-8.511246,Ballisodare,Sligo,Sligo County Council,MR. ANTHONY CARTY,principal@smcb.ie,0719167579,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,83.0,146.0,229
2024.0,65140H,Coláiste Muire,Ballymote,Co Sligo,,,F56NA09,54.093566,-8.51294,Ballymote,Sligo,Sligo County Council,MR. DAMIEN MCGRATH,principal@cmbm.ie,0719183086,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,157.0,174.0,331
2024.0,65150K,Jesus & Mary Secondary School,"Pier Road, Enniscrone,",Co Sligo,,,F26WR83,54.215422,-9.092455,Enniscrone,Sligo,Sligo County Council,MS. RUTH MURPHY,office@jmsschoolenniscrone.ie,096 36496,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,119.0,143.0,262
2024.0,65170Q,Summerhill College,College Road,Sligo,,,F91D5YF,54.265602,-8.479481,Sligo,Sligo,Sligo County Council,MR. PAUL KEOGH,info@summerhillcollege.ie,0719160311,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,,1108.0,1108
2024.0,65180T,Ursuline College,Finisklin,Sligo,,,F91FW54,54.275742,-8.487785,Sligo,Sligo,Sligo County Council,MR. COLM JUSTIN MC INTYRE,colm.mcintyre@ursulinecollegesligo.ie,0719161653,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,632.0,,632
2024.0,65181V,Mercy College,Chapel Hill,Sligo,Co. Sligo,,F91CF80,54.267336,-8.46691,Sligo,Sligo,Sligo County Council,MS. ANNE MARIE GORBY,goreilly@mercycollegesligo.ie,0719143476,CATHOLIC,Secondary,Some pupils taught some subjects through Irish,Mixed,Day,N,N,N,N,675.0,1.0,676
2024.0,65190W,Sligo Grammar School,The Mall,Sligo,,,F91YW68,54.273238,-8.462929,Sligo,Sligo,Sligo County Council,MR. MICHAEL DAVID HALL,admin@sligogrammarschool.org,0719145010,CHURCH OF IRELAND,Secondary,No subjects taught through Irish,Mixed,Mixed,Y,N,N,N,211.0,284.0,495
2024.0,65240L,Presentation Secondary School,Ballingarry,Thurles,Co. Tipperary,,E41W627,52.589442,-7.565395,Ballingarry,Tipperary,Tipperary (NR) County Council,MS. ANGELA CAHILL-DURNAN,office@presbg.com,0529154104,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,175.0,209.0,384
2024.0,65241N,St Josephs College,Pallas Street,Borrisoleigh,Thurles,Co Tipperary,E41WC99,52.748968,-7.960071,Borrisoleigh,Tipperary,Tipperary (NR) County Council,MR. KEVIN LAWRENCE MCCARTHY,office@stjosephscollege.ie,050451215,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,191.0,191.0,382
2024.0,65270U,Edmund Rice Secondary School,Mount St. Nicholas,Carrick-on-Suir,Co. Tipperary,,E32P039,52.348315,-7.399246,Carrick-on-Suir,Tipperary,Tipperary (SR) County Council,MS. MAJELLA GLEESON,info@erss.ie,051640522,CATHOLIC,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,316.0,316
2024.0,65280A,Scoil Mhuire,Greenhill,Carrick-On-Suir,Co Tipperary,,E32WN66,52.350464,-7.40142,Carrick-on-Suir,Tipperary,Tipperary (SR) County Council,MISS MARY B O'KEEFFE,greenhill@scoilmhuirecos.ie,051640383,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,Y,486.0,,486
2024.0,65300D,Rockwell College,Cashel,Co Tipperary,,,E25ED60,52.458026,-7.892044,Cahir,Tipperary,Tipperary (SR) County Council,MS. AUDREY O'BYRNE,info@rockwellcollege.ie,06261444,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Mixed,Y,N,N,N,153.0,325.0,478
2024.0,65320J,Ardscoil na mBráithre,Kickham Street,Clonmel,Co Tipperary,,E91AC03,52.356929,-7.698909,Clonmel,Tipperary,Tipperary (SR) County Council,KAREN BRIDGET WHITE-STEENSON,accounts@cbshighschoolclonmel.ie,0526124459,CATHOLIC,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,700.0,700
2024.0,65330M,Loreto Secondary School,"Coleville Rd,","Clonmel,",Co Tipperary.,,E91H273,52.350323,-7.694128,Clonmel,Tipperary,Tipperary (SR) County Council,MS. ANNE JOSEPHINE MCGRATH,reception@loretoclonmel.ie,052 6121402,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,467.0,,467
2024.0,65340P,Presentation Secondary School,Clonmel,Co Tipperary,,,E91HY49,52.348681,-7.717227,Clonmel,Tipperary,Tipperary (SR) County Council,MS. JENNIFER WILLIAMS,principal@presclonmel.com,0526123587,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,473.0,,473
2024.0,65350S,Patrician Presentation,Rocklow Rd.,Fethard,Co Tipperary,,E91NF88,52.468234,-7.698353,Fethard,Tipperary,Tipperary (SR) County Council,MR. BILLY WALSH,ppssadmin@gmail.com,0526131572,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,131.0,149.0,280
2024.0,65370B,St. Joseph's CBS Nenagh,Summerhill,Nenagh,Co Tipperary,,E45F890,52.866509,-8.193014,Nenagh,Tipperary,Tipperary (NR) County Council,MISS KAREN MOODY,principal@cbsnenagh.com,06734789,CATHOLIC,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,714.0,714
2024.0,65380E,St Mary's Secondary School,Nenagh,Co Tipperary,,,E45PX63,52.865012,-8.20165,Nenagh,Tipperary,Tipperary (NR) County Council,MR. JOHN CULLINANE,admin@stmarysnenagh.ie,06731450,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,569.0,,569
2024.0,65400H,St. Mary's Secondary School,Church Road,Newport,Co Tipperary,,V94RY18,52.709632,-8.411605,Newport,Tipperary,Tipperary (NR) County Council,MR. KEVIN WILLIAM CUSACK,admin@stmarysnewport.ie,061378344,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,360.0,365.0,725
2024.0,65410K,Cistercian College,Roscrea,Co. Tipperary,,,E53DX37,52.96246,-7.854819,Roscrea,Tipperary,Tipperary (NR) County Council,MR. GERARD GREALISH,info@ccr.ie,050523344,CATHOLIC,Secondary,No subjects taught through Irish,Boys,Boarding,Y,N,N,N,,279.0,279
2024.0,65440T,Our Ladys Secondary School,Templemore,Co. Tipperary,,,E41EA48,52.796244,-7.829267,Templemore,Tipperary,Tipperary (NR) County Council,MS. PATRICIA MARY HIGGINS,office@ourladystemplemore.ie,050431299,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,274.0,324.0,598
2024.0,65450W,C.B.S. Thurles,Rossa St,Thurles,Co Tipperary,,E41HX75,52.681193,-7.814373,Thurles,Tipperary,Tipperary (NR) County Council,MR. TIERNAN O'DONNELL,reception@cbsthurles.ie,0504 22054,CATHOLIC,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,556.0,556
2024.0,65460C,Presentation Secondary School,Thurles,Co Tipperary,,,E41DF34,52.681366,-7.807149,Thurles,Tipperary,Tipperary (NR) County Council,MS. PATRICIA O'CALLAGHAN,principal@thurlespressec.ie,050422291,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Mixed,N,N,N,N,550.0,,550
2024.0,65470F,Ursuline Secondary School,Thurles,Co. Tipperary,,,E41E726,52.679503,-7.809628,Thurles,Tipperary,Tipperary (NR) County Council,MS. CATRIONA FITZGERALD,info@uct.ie,050422147,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Mixed,N,N,N,N,870.0,,870
2024.0,65490L,The Abbey School,Station Road,Tipperary Town,Co. Tipperary,,E34PD87,52.471598,-8.160205,Tipperary,Tipperary,Tipperary (SR) County Council,MS. DAVID SADLEIR,info@abbeyschool.ie,06252299,CATHOLIC,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,345.0,345
2024.0,65500L,St. Anne's Secondary School,St. Anne's Secondary School,Rosanna Road,Tipperary Town,Co Tipperary,E34F210,52.478625,-8.16242,Tipperary,Tipperary,Tipperary (SR) County Council,MS. JEANNE DOWLING,info@stannesschool.ie,0874171580,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,284.0,,284
2024.0,65582Q,St Mary's Secondary School,Edenderry,Co Offaly,,,R45TY36,53.339682,-7.06,Edenderry,Offaly,Offaly County Council,MR. EMMET MCDONNELL,emullaniff@stmarysedenderry.ie,0469731457,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,486.0,529.0,1015
2024.0,65610S,Colaiste Choilm,O'Moore Street,Tulach Mhor,Co. Offaly,,R35WF97,53.270982,-7.490692,Tullamore_Killina,Offaly,Offaly County Council,MR. TADHG B O SULLIVAN,admin@colaistechoilmtullamore.ie,0579351756,CATHOLIC,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,696.0,696
2024.0,65620V,Sacred Heart Secondary School,Daingean Road,Tullamore,Co. Offaly,,R35K061,53.27665,-7.485788,Tullamore_Killina,Offaly,Offaly County Council,MS. PAULINE MCKENNA,adminoffice@shstullamore.ie,0579321747,CATHOLIC,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,579.0,,579
2024.0,65630B,Killina Presentation Secondary School,Rahan,Tullamore,Co Offaly,,R35PX95,53.27089,-7.596414,Tullamore_Killina,Offaly,Offaly County Council,MR. JOHN COTTER,office@killinaschool.ie,0579355706,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,384.0,331.0,715
2024.0,68067P,St Nathy's College,Chapel Street,Ballaghaderreen,Co Roscommon,,F45V122,53.903513,-8.580733,Ballaghadereen,Roscommon,Roscommon County Council,FR. MARTIN HENRY,principal@stnathys.com,0949860010,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,307.0,351.0,658
2024.0,68068R,Coláiste Íosagáin,Portarlington,Co. Laois,,,R32HV25,53.161459,-7.205456,Portarlington,Laois,Laois County Council,MR. JUSTIN BROWN,secretary@colaisteiosagainport.ie,0578623407,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,543.0,592.0,1135
2024.0,68070E,Mercy Secondary School Mounthawk,"Mounthawk,","Tralee,",Co. Kerry,,V92A409,52.283332,-9.723341,Tralee,Kerry,Kerry County Council,MR. JOHN J O'ROARKE,admin@mercymounthawk.ie,0667102550,CATHOLIC,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,753.0,573.0,1326
2024.0,68071G,John Scottus Secondary School,Old Conna,Ferndale Road,Rathmichael,Co. Dublin,A98FN12,53.217592,-6.137932,Bray,Dublin,Dublin City Council,DR. DECLAN KELLY,dkelly@johnscottusoldconna.ie,016680828,INTER DENOMINATIONAL,Secondary,No subjects taught through Irish,Mixed,Day,Y,N,N,N,82.0,115.0,197
2024.0,68072I,Gael-Choláiste Chill Dara,Seanbhóthar Luimnigh,Nás na Ríogh,,Co Chill Dara,W91E282,53.215722,-6.669372,Naas,Kildare,Kildare County Council,MR. CONOR GERALD MAHONY,eolas@gccd.ie,045898294,CATHOLIC,Secondary,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,226.0,176.0,402
